time_h,H_e,M_t
0.0,0.0,0.0010720730501414806
1.0,0.1751093286048466,0.10486737384834215
2.0,0.894959017246558,0.16643036349342866
3.0,0.19937840441198532,0.22763429971147253
4.0,-0.16240822706804545,0.3399043691885663
5.0,-0.3307086806916796,0.48689458905346306
6.0,-0.40306318457689544,0.6512519417791387
8.0,-0.4546623088276298,1.0
